unitid,OPEID,institution_name,addr1_txt,addr2_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,ClassificationOther,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_COED,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,STUAID_COED_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_COED,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,HDCOACH_SALARY_COED,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,NUM_HDCOACH_COED,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,HDCOACH_SAL_FTE_COED,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,FTE_HDCOACH_COED,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,ASCOACH_SALARY_COED,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,NUM_ASCOACH_COED,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,ASCOACH_SAL_FTE_COED,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,FTE_ASCOACH_COED,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_PARTIC_COED_MEN,IL_PARTIC_COED_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_OPEXPPERPART_COED_MEN,IL_OPEXPPERTEAM_COED_MEN,IL_OPEXP_PART_COED_WOMEN,IL_OPEXP_TEAM_COED_WOMEN,IL_TOTAL_OPEXP_COEDTEAM,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_INCLCOED,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_COED_FTHDCOACH_MALE,IL_COED_PTHDCOACH_MALE,IL_COED_FTUNIVEMP_MALE,IL_COED_PTUNIVEMP_MALE,IL_COED_FTHDCOACH_FEM,IL_COED_PTHDCOACH_FEM,IL_COED_FTUNIVEMP_FEM,IL_COED_PTUNIVEMP_FEM,IL_COED_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_COED_FTASCOACH_MALE,IL_COED_PTASCOACH_MALE,IL_COED_FTACUNEMP_MALE,IL_COED_PTACUNEMP_MALE,IL_COED_FTASTCOACH_FEM,IL_COED_PTASTCOACH_FEM,IL_COED_FTACUNIVEMP_FEM,IL_COED_PTACUNIVEMP_FEM,IL_COED_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REV_COED_MEN,IL_REV_COED_WOMEN,IL_TOTAL_REV_COED,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXP_COED_MEN,IL_EXP_COED_WOMEN,IL_TOTAL_EXP_COED,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE
104717,00107400,Grand Canyon University,3300 W Camelback Rd,,Phoenix,AZ,85017,3,NCAA Division I without football,,8681,13609,22290,3,"Private for-profit, 4-year or above",2570060,3592219,,6162279,42,58,0,293617,299377,,592994,279302,114387,,8,9,,343756,137264,,6.5,7.5,,73283,42785,,22,23,,107482,59640,,15,16.5,,304,297,,,304,297,152368,3643833,136563,2908901,6552734,,,,,,152368,3643833,136563,2908901,6552734,5,3,8,0,0,0,0,0,8,3,3,6,0,3,0,3,0,9,,,,,,,,,,8,6,14,0,3,0,3,0,17,9,14,17,6,0,7,2,5,30,5,11,13,3,6,7,8,5,29,,,,,,,,,,14,25,30,9,6,14,10,10,59,6238553,6889201,13127754,,,,6238553,6889201,13127754,6238553,6889201,13127754,,,,6238553,6889201,13127754,231,224,6769623,6769623,29071558,29071558
106245,00110100,University of Arkansas at Little Rock,2801 S University Ave,,Little Rock,AR,72204,3,NCAA Division I without football,,1175,1770,2945,1,"Public, 4-year or above",1836850,2456910,,4293760,43,57,0,121145,75783,,196928,183662,113997,,5,6,,204069,124360,,4.5,5.5,,64894,39993,,11,13,,89229,59418,,8,8.75,,169,192,,,169,192,38643,782649,39552,688183,1470832,,,,,,38643,782649,39552,688183,1470832,4,1,5,0,0,0,0,0,5,2,1,3,0,3,0,3,0,6,,,,,,,,,,6,2,8,0,3,0,3,0,11,6,5,8,3,0,0,0,0,11,3,4,5,2,3,3,3,3,13,,,,,,,,,,9,9,13,5,3,3,3,3,24,3218924,3291908,6510832,,,,3218924,3291908,6510832,3218924,3291908,6510832,,,,3218924,3291908,6510832,132,140,3651798,3651798,13951805,13951805
110361,00112500,California Baptist University,8432 Magnolia Ave,,Riverside,CA,925043297,3,NCAA Division I without football,,2704,4606,7310,2,"Private nonprofit, 4-year or above",4587900,5528660,,10116560,45,55,0,124441,132113,,256554,177111,161400,,9,10,,227714,179333,,7,9,,60972,41886,,22,25,,85167,62516,,15.75,16.75,,212,234,,,212,234,74051,1654170,71851,1450864,3105034,,,,,,74051,1654170,71851,1450864,3105034,6,3,9,0,0,0,0,0,9,6,3,9,0,1,0,1,0,10,,,,,,,,,,12,6,18,0,1,0,1,0,19,12,10,15,7,0,3,3,0,25,4,8,7,5,10,6,13,3,28,,,,,,,,,,16,18,22,12,10,9,16,3,53,7883027,8473741,16356768,,,,7883027,8473741,16356768,7356592,8195830,15552422,,,,7356592,8195830,15552422,197,214,11607934,9266136,34196556,30647868
110486,00799300,California State University-Bakersfield,9001 Stockdale Hwy,,Bakersfield,CA,933111099,3,NCAA Division I without football,,2505,4882,7387,1,"Public, 4-year or above",1535637,2112966,,3648603,42,58,0,148034,120872,,268906,127367,75935,,6,8,,160885,83790,,4.75,7.25,,48879,46479,,12,12,,65172,61972,,9,9,,160,219,,,160,219,47999,1105951,55287,1072942,2178893,,,,,,47999,1105951,55287,1072942,2178893,4,1,5,0,0,1,1,0,6,3,1,4,0,3,1,4,0,8,,,,,,,,,,7,2,9,0,3,2,5,0,14,7,7,9,5,0,3,0,3,17,3,5,5,3,4,5,4,5,17,,,,,,,,,,10,12,14,8,4,8,4,8,34,3541893,4193633,7735526,,,,3541893,4193633,7735526,3149665,4014876,7164541,,,,3149665,4014876,7164541,160,158,5008781,5439764,16558584,16374340
110565,00113700,California State University-Fullerton,800 N State College Blvd,,Fullerton,CA,928313599,3,NCAA Division I without football,,11304,16544,27848,1,"Public, 4-year or above",1451723,2425516,,3877239,37,63,0,117652,71879,,189531,190083,111991,,5,7,,211203,120606,,4.5,6.5,,62850,47622,,13,16,,73410,55903,,11.13,13.63,,206,267,,,206,267,67862,1379988,55022,1177531,2557519,,,,,,67862,1379988,55022,1177531,2557519,4,1,5,0,0,0,0,0,5,2,1,3,0,4,0,4,0,7,,,,,,,,,,6,2,8,0,4,0,4,0,12,10,4,10,4,0,1,0,1,15,7,1,7,1,5,6,5,6,19,,,,,,,,,,17,5,17,5,5,7,5,7,34,3817543,4924171,8741714,,,,3817543,4924171,8741714,3817543,4924171,8741714,,,,3817543,4924171,8741714,179,218,9022965,9022965,21213944,21213944
110583,00113900,California State University-Long Beach,1250 Bellflower Blvd,,Long Beach,CA,908400115,3,NCAA Division I without football,,11689,16586,28275,1,"Public, 4-year or above",1285299,1942276,,3227575,40,60,0,138163,109657,,247820,213270,125781,,7,10,,248815,139757,,6,9,,77142,49429,,12,16,,101170,65092,,9.15,12.15,,216,267,,,216,267,76526,2137611,83074,1777496,3915107,,,,,,76526,2137611,83074,1777496,3915107,5,1,6,0,0,1,1,0,7,4,1,5,0,4,1,5,0,10,,,,,,,,,,9,2,11,0,4,2,6,0,17,7,13,8,12,0,1,0,1,21,4,10,5,9,5,9,5,9,28,,,,,,,,,,11,23,13,21,5,10,5,10,49,5072204,5595368,10667572,,,,5072204,5595368,10667572,5072204,5595368,10667572,,,,5072204,5595368,10667572,180,221,8612547,8612547,23772461,23772461
110608,00115300,California State University-Northridge,18111 Nordhoff St,,Northridge,CA,91330,3,NCAA Division I without football,,12320,15892,28212,1,"Public, 4-year or above",1518305,2049683,,3567988,43,57,0,84143,54642,,138785,257953,116340,,6,9,,281403,132539,,5.5,7.9,,86824,45523,,12,16,,114493,61726,,9.1,11.8,,217,238,,,217,238,64513,1423651,63137,1299459,2723110,,,,,,64513,1423651,63137,1299459,2723110,5,1,6,0,0,0,0,0,6,2,1,3,0,5,1,5,1,9,,,,,,,,,,7,2,9,0,5,1,5,1,15,7,9,8,8,0,1,1,0,17,5,7,5,7,5,5,5,5,22,,,,,,,,,,12,16,13,15,5,6,6,5,39,3654667,4184252,7838919,,,,3654667,4184252,7838919,3920793,4535288,8456081,,,,3920793,4535288,8456081,174,184,7720634,6235406,20834922,19349694
110653,00131400,University of California-Irvine,501 Aldrich Hall,,Irvine,CA,92697,3,NCAA Division I without football,,12960,15782,28742,1,"Public, 4-year or above",2488941,2329200,,4818141,52,48,0,117798,77977,,195775,166925,85560,,9,9,,203017,116673,,7.4,6.6,,64978,47504,,16,16,,79973,69097,,13,11,,186,243,,,186,243,90761,1661124,62803,1253096,2914220,,,,,,90761,1661124,62803,1253096,2914220,7,2,9,0,0,0,0,0,9,2,3,5,0,4,0,4,0,9,,,,,,,,,,9,5,14,0,4,0,4,0,18,8,12,11,9,1,3,2,2,24,4,10,9,5,5,10,7,8,29,,,,,,,,,,12,22,20,14,6,13,9,10,53,5138585,4169446,9308031,,,,5138585,4169446,9308031,5138585,4169446,9308031,,,,5138585,4169446,9308031,174,185,8272605,8272605,23191075,23191075
110671,00131600,University of California-Riverside,900 University Ave,,Riverside,CA,92521,3,NCAA Division I without football,,10315,11754,22069,1,"Public, 4-year or above",1749252,2330951,,4080203,43,57,0,54581,47001,,101582,97200,110043,,6,7,,112805,124846,,5.17,6.17,,45726,40028,,10,12,,57229,48082,,7.99,9.99,,168,198,,,168,198,41327,838354,50813,775897,1614251,,,,,,41327,838354,50813,775897,1614251,5,1,6,0,0,0,0,0,6,2,1,3,0,4,0,4,0,7,,,,,,,,,,7,2,9,0,4,0,4,0,13,6,4,9,1,0,0,0,0,10,4,3,7,0,3,2,3,2,12,,,,,,,,,,10,7,16,1,3,2,3,2,22,2718001,3477637,6195638,,,,2718001,3477637,6195638,2569638,3510929,6080567,,,,2569638,3510929,6080567,137,134,4522368,3787844,14348006,13444939
110705,00132000,University of California-Santa Barbara,5221 Cheadle Hall,,Santa Barbara,CA,93106,3,NCAA Division I without football,,9789,12669,22458,1,"Public, 4-year or above",2949737,2914416,,5864153,50,50,0,222666,176213,,398879,141067,79083,,10,10,,176333,112976,,8,7,,58804,36771,,17,17,,75447,51919,,13.25,12.04,,293,268,,,293,268,61342,1584067,64781,1228826,2812893,,,,,,61342,1584067,64781,1228826,2812893,7,1,8,0,0,2,2,0,10,2,2,4,0,4,2,6,0,10,,,,,,,,,,9,3,12,0,4,4,8,0,20,10,11,12,9,0,2,2,0,23,2,12,5,9,5,4,7,2,23,,,,,,,,,,12,23,17,18,5,6,9,2,46,6204106,4769650,10973756,,,,6204106,4769650,10973756,6204106,4769650,10973756,,,,6204106,4769650,10973756,269,199,6690562,6690562,22833954,22833954
117946,01164900,Loyola Marymount University,One Lmu Drive,,Los Angeles,CA,900452659,3,NCAA Division I without football,,3174,3685,6859,2,"Private nonprofit, 4-year or above",4453326,6684751,,11138077,40,60,0,326748,219710,,546458,153824,100912,,9,11,,173052,111003,,8,10,,112737,63768,,10,15,,121878,70592,,9.25,13.55,,217,254,,,217,254,139538,2736803,88296,1697573,4434376,,,,,,139538,2736803,88296,1697573,4434376,6,2,8,0,1,0,1,0,9,5,0,5,0,4,2,6,0,11,,,,,,,,,,11,2,13,0,5,2,7,0,20,8,7,9,6,0,0,0,0,15,6,5,7,4,7,6,7,6,24,,,,,,,,,,14,12,16,10,7,6,7,6,39,5960444,9281091,15241535,,,,5960444,9281091,15241535,5960444,9281091,15241535,,,,5960444,9281091,15241535,199,236,6481103,6481103,30788019,30788019
120883,00132900,University of the Pacific,3601 Pacific Ave,,Stockton,CA,952110110,3,NCAA Division I without football,,1493,1659,3152,2,"Private nonprofit, 4-year or above",2926237,3913343,,6839580,43,57,0,174694,210517,,385211,156799,77022,,7,10,,183544,105365,,5.98,7.31,,76246,45145,,12,14,,94325,60136,,9.7,10.51,,149,193,,,149,193,79767,1281217,63649,1099642,2380859,,,,,,79767,1281217,63649,1099642,2380859,5,1,6,0,0,1,1,0,7,3,5,6,2,1,1,2,0,10,,,,,,,,,,8,6,12,2,1,2,3,0,17,9,6,11,4,0,1,1,0,16,3,4,4,3,6,3,9,0,16,,,,,,,,,,12,10,15,7,6,4,10,0,32,4797148,5789820,10586968,,,,4797148,5789820,10586968,4797148,5789820,10586968,,,,4797148,5789820,10586968,148,163,5627953,5627953,21745901,21745901
121150,01014900,Pepperdine University,24255 Pacific Coast Hwy,,Malibu,CA,90263,3,NCAA Division I without football,,1443,1984,3427,2,"Private nonprofit, 4-year or above",3517566,4645941,,8163507,43,57,0,305836,264317,,570153,199661,121005,,8,8,,212972,129072,,7.5,7.5,,76886,42107,,14,14,,84424,46235,,12.75,12.75,,156,185,,,156,185,143083,1992531,102620,1610721,3603252,,,,,,143083,1992531,102620,1610721,3603252,6,0,6,0,0,2,2,0,8,4,0,4,0,3,1,4,0,8,,,,,,,,,,10,0,10,0,3,3,6,0,16,11,8,13,6,0,0,0,0,19,5,5,6,4,6,2,6,2,18,,,,,,,,,,16,13,19,10,6,2,6,2,37,6549975,7310233,13860208,,,,6549975,7310233,13860208,6549975,7310233,13860208,,,,6549975,7310233,13860208,144,151,5033617,5033617,25324866,25324866
122612,00132500,University of San Francisco,2130 Fulton St,,San Francisco,CA,941171080,3,NCAA Division I without football,,1999,3729,5728,2,"Private nonprofit, 4-year or above",3223733,5077937,,8301670,39,61,0,183164,142123,,325287,166634,135231,,6,8,,190439,160274,,5.25,6.75,,107555,43427,,9,13,,131343,66496,,7.37,8.49,,106,174,,,106,174,118056,1839427,75060,1219740,3059167,,,,,,118056,1839427,75060,1219740,3059167,5,1,6,0,0,0,0,0,6,2,3,5,0,3,0,3,0,8,,,,,,,,,,7,4,11,0,3,0,3,0,14,7,5,9,3,0,0,0,0,12,5,6,9,2,2,4,4,2,17,,,,,,,,,,12,11,18,5,2,4,4,2,29,4664214,6354418,11018632,,,,4664214,6354418,11018632,4664214,6354418,11018632,,,,4664214,6354418,11018632,106,116,4697977,4697977,23837630,23837630
122931,00132600,Santa Clara University,500 El Camino Real,,Santa Clara,CA,95053,3,NCAA Division I without football,,3030,2743,5773,2,"Private nonprofit, 4-year or above",4071565,4293420,,8364985,49,51,0,261411,199594,,461005,182669,129283,,9,11,,219203,158013,,7.5,9,,49669,29526,,11,12,,63530,40354,,8.6,8.78,,248,247,,,248,247,86212,1624783,64897,1230960,2855743,,,,,,86212,1624783,64897,1230960,2855743,6,3,9,0,0,0,0,0,9,4,2,6,0,3,2,5,0,11,,,,,,,,,,10,5,15,0,3,2,5,0,20,7,6,9,4,0,5,1,4,18,3,4,7,0,2,12,3,11,21,,,,,,,,,,10,10,16,4,2,17,4,15,39,6146232,6485036,12631268,,,,6146232,6485036,12631268,6146232,6485036,12631268,,,,6146232,6485036,12631268,202,195,11013058,11013058,31337344,31337344
123554,00130200,Saint Mary's College of California,1928 Saint Marys Road,PO BOX 5100,Moraga,CA,94575,3,NCAA Division I without football,,831,1153,1984,2,"Private nonprofit, 4-year or above",2969026,3847724,,6816750,44,56,0,242840,156060,,398900,252631,88001,,7,8,,321531,108310,,5.5,6.5,,88635,48809,,11,14,,115520,62347,,8.44,10.96,,161,228,,,161,228,123975,2182205,65114,1352605,3534810,,,,,,123975,2182205,65114,1352605,3534810,5,2,7,0,0,0,0,0,7,3,3,6,0,3,0,3,0,9,,,,,,,,,,8,5,13,0,3,0,3,0,16,7,8,9,6,0,0,0,0,15,1,6,3,4,9,3,9,3,19,,,,,,,,,,8,14,12,10,9,3,9,3,34,4535208,5473412,10008620,,,,4535208,5473412,10008620,4535208,5473412,10008620,,,,4535208,5473412,10008620,136,185,3821882,3821882,20778672,20778672
127060,00137100,University of Denver,2199 S. University Blvd,,Denver,CO,80208,3,NCAA Division I without football,,2428,3003,5431,2,"Private nonprofit, 4-year or above",5749878,7066635,,12816513,45,55,0,241313,231057,,472370,219644,118805,,8,10,,257647,135468,,6.82,8.77,,68176,49836,,18,20,,92407,67712,,13.28,14.72,,184,187,,,184,187,150795,3214439,132270,2250553,5464992,,,,,,150795,3214439,132270,2250553,5464992,6,1,7,0,0,1,1,0,8,3,1,4,0,5,1,6,0,10,,,,,,,,,,9,2,11,0,5,2,7,0,18,11,10,14,7,0,4,2,2,25,5,8,8,5,8,9,10,7,30,,,,,,,,,,16,18,22,12,8,13,12,9,55,11535408,10677775,22213183,,,,11535408,10677775,22213183,11535408,10677775,22213183,,,,11535408,10677775,22213183,184,186,15260220,15260220,42054658,42054658
129242,00138500,Fairfield University,1073 N Benson Rd,,Fairfield,CT,068245195,3,NCAA Division I without football,,1872,2613,4485,2,"Private nonprofit, 4-year or above",3443763,4785569,,8229332,42,58,0,111164,116668,,227832,109696,86208,,9,11,,157962,114944,,6.25,8.25,,45753,34143,,14,18,,64054,53441,,10,11.5,,226,280,,,226,280,87547,1542747,81700,1558830,3101577,,,,,,87547,1542747,81700,1558830,3101577,4,5,8,1,0,0,0,0,9,3,5,7,1,3,0,3,0,11,,,,,,,,,,7,10,15,2,3,0,3,0,20,8,9,8,9,0,1,0,1,18,1,8,1,8,6,7,6,7,22,,,,,,,,,,9,17,9,17,6,8,6,8,40,4698264,6141859,10840123,,,,4698264,6141859,10840123,4698264,6141859,10840123,,,,4698264,6141859,10840123,202,250,7598836,7598836,24094424,24094424
130226,00140200,Quinnipiac University,Mount Carmel Ave,,Hamden,CT,06518,3,NCAA Division I without football,,2254,3731,5985,2,"Private nonprofit, 4-year or above",4707698,9208490,,13916188,34,66,0,138077,194863,,332940,234874,116667,,7,12,,274477,116667,,5.99,12,,78031,50784,,12,21,,99403,59479,,9.42,17.93,,175,363,,,175,363,16791,333379,27063,574377,907756,,,,,,16791,333379,27063,574377,907756,5,2,5,2,0,0,0,0,7,3,0,3,0,9,0,9,0,12,,,,,,,,,,8,2,8,2,9,0,9,0,19,9,7,9,7,0,0,0,0,16,6,2,6,2,11,8,11,8,27,,,,,,,,,,15,9,15,9,11,8,11,8,43,6700238,12479303,19179541,,,,6700238,12479303,19179541,6700238,12479303,19179541,,,,6700238,12479303,19179541,175,299,4576864,4576864,29086450,29086450
131159,00143400,American University,4400 Massachusetts Ave NW,Bender Arena,Washington,DC,200168001,3,NCAA Division I without football,,2869,5013,7882,2,"Private nonprofit, 4-year or above",2738648,3989516,,6728164,41,59,0,146643,139936,,286579,121221,112399,,5,7,,151526,131132,,4,6,,38935,37636,,13,16,,50616,42258,,10,14.25,,155,217,,,155,217,34942,801911,32270,748544,1550455,,,,,,34942,801911,32270,748544,1550455,3,2,5,0,0,0,0,0,5,2,2,4,0,3,0,3,0,7,,,,,,,,,,5,4,9,0,3,0,3,0,12,8,5,10,3,0,3,2,1,16,2,4,4,2,9,5,11,3,20,,,,,,,,,,10,9,14,5,9,8,13,4,36,2758075,5026547,7784622,,,,2758075,5026547,7784622,2758075,5026547,7784622,,,,2758075,5026547,7784622,106,152,4468428,4468428,16343354,16343354
