unitid,OPEID,institution_name,addr1_txt,addr2_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,ClassificationOther,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_COED,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,STUAID_COED_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_COED,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,HDCOACH_SALARY_COED,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,NUM_HDCOACH_COED,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,HDCOACH_SAL_FTE_COED,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,FTE_HDCOACH_COED,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,ASCOACH_SALARY_COED,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,NUM_ASCOACH_COED,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,ASCOACH_SAL_FTE_COED,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,FTE_ASCOACH_COED,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_PARTIC_COED_MEN,IL_PARTIC_COED_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_OPEXPPERPART_COED_MEN,IL_OPEXPPERTEAM_COED_MEN,IL_OPEXP_PART_COED_WOMEN,IL_OPEXP_TEAM_COED_WOMEN,IL_TOTAL_OPEXP_COEDTEAM,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_INCLCOED,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_COED_FTHDCOACH_MALE,IL_COED_PTHDCOACH_MALE,IL_COED_FTUNIVEMP_MALE,IL_COED_PTUNIVEMP_MALE,IL_COED_FTHDCOACH_FEM,IL_COED_PTHDCOACH_FEM,IL_COED_FTUNIVEMP_FEM,IL_COED_PTUNIVEMP_FEM,IL_COED_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_COED_FTASCOACH_MALE,IL_COED_PTASCOACH_MALE,IL_COED_FTACUNEMP_MALE,IL_COED_PTACUNEMP_MALE,IL_COED_FTASTCOACH_FEM,IL_COED_PTASTCOACH_FEM,IL_COED_FTACUNIVEMP_FEM,IL_COED_PTACUNIVEMP_FEM,IL_COED_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REV_COED_MEN,IL_REV_COED_WOMEN,IL_TOTAL_REV_COED,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXP_COED_MEN,IL_EXP_COED_WOMEN,IL_TOTAL_EXP_COED,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE
131469,00144400,George Washington University,"1925F Street, NW",,Washington,DC,20052,3,NCAA Division I without football,,3722,6474,10196,2,"Private nonprofit, 4-year or above",4148287,7656974,,11805261,35,65,0,152104,197710,,349814,158977,87973,,7,10,,188617,96674,,5.9,9.1,,48492,37667,,12,19,,61512,41561,,9.46,17.22,,158,300,,,158,300,69202,1277685,61163,1293793,2571478,,,,,,69202,1277685,61163,1293793,2571478,5,2,7,0,0,0,0,0,7,0,2,2,0,8,0,8,0,10,,,,,,,,,,5,4,9,0,8,0,8,0,17,7,8,10,5,0,5,2,3,20,5,7,8,4,9,10,11,8,31,,,,,,,,,,12,15,18,9,9,15,13,11,51,4855259,9195513,14050772,,,,4855259,9195513,14050772,4855259,9195514,14050773,,,,4855259,9195514,14050773,146,265,8722931,8722931,30473846,30473846
134945,00149500,Jacksonville University,2800 University Blvd N,,Jacksonville,FL,322113394,3,NCAA Division I without football,,966,1430,2396,2,"Private nonprofit, 4-year or above",2766249,3847515,,6613764,42,58,0,115529,75154,,190683,116166,87166,,7,10,,125102,99618,,6.5,8.75,,62908,45860,,12,13,,71895,48470,,10.5,12.3,,210,255,,,210,255,62030,1329855,58317,1120496,2450351,,,,,,62030,1329855,58317,1120496,2450351,6,1,7,0,0,0,0,0,7,4,2,6,0,4,0,4,0,10,,,,,,,,,,10,3,13,0,4,0,4,0,17,10,8,11,7,0,1,1,0,19,3,6,6,3,6,9,7,8,24,,,,,,,,,,13,14,17,10,6,10,8,8,43,4970633,5692774,10663407,,,,4970633,5692774,10663407,4970633,5692774,10663407,,,,4970633,5692774,10663407,210,246,3744703,3744703,17894541,17894541
136172,00984100,University of North Florida,1 UNF Drive,,Jacksonville,FL,322247699,3,NCAA Division I without football,,4392,6005,10397,1,"Public, 4-year or above",1094791,1640150,,2734941,40,60,0,73642,95228,,168870,112794,80099,,6,9,,123048,84811,,5.5,8.5,,44067,33130,,12,16,,52880,37863,,10,14,,158,202,,,158,202,50732,911858,57992,983286,1895144,,,,,,50732,911858,57992,983286,1895144,5,1,6,0,0,0,0,0,6,4,1,5,0,4,0,4,0,9,,,,,,,,,,9,2,11,0,4,0,4,0,15,8,5,9,4,0,1,1,0,14,3,2,4,1,8,7,9,6,20,,,,,,,,,,11,7,13,5,8,8,10,6,34,2582834,3437247,6020081,,,,2582834,3437247,6020081,2582596,3437247,6019843,,,,2582596,3437247,6019843,124,166,6077334,5744641,14783493,14450562
143358,00164100,Bradley University,1501 W Bradley Ave,,Peoria,IL,616250001,3,NCAA Division I without football,,2075,2139,4214,2,"Private nonprofit, 4-year or above",2059262,2656217,,4715479,44,56,0,146910,134867,,281777,280521,94106,,5,6,,311690,102661,,4.5,5.5,,84183,65361,,9,8,,94706,65361,,8,8,,158,155,,,158,155,59489,1203275,58188,934461,2137736,,,,,,59489,1203275,58188,934461,2137736,4,1,5,0,0,0,0,0,5,1,1,2,0,4,0,4,0,6,,,,,,,,,,5,2,7,0,4,0,4,0,11,7,2,8,1,0,1,1,0,10,1,0,1,0,7,0,7,0,8,,,,,,,,,,8,2,9,1,7,1,8,0,18,3287104,3339605,6626709,,,,3287104,3339605,6626709,3287103,3339605,6626708,,,,3287103,3339605,6626708,117,97,5873832,5873832,17695401,17695401
144005,00169400,Chicago State University,9501 S. King Drive,,Chicago,IL,606281598,3,NCAA Division I without football,,317,637,954,1,"Public, 4-year or above",1120863,1358354,,2479217,45,55,0,0,0,,0,52853,61536,,5,6,,66066,73843,,4,5,,39000,37333,,6,6,,46800,40727,,5,5.5,,131,125,,,131,125,34385,659154,48167,695249,1354403,,,,,,34385,659154,48167,695249,1354403,3,2,5,0,0,0,0,0,5,2,2,4,0,2,0,2,0,6,,,,,,,,,,5,4,9,0,2,0,2,0,11,4,4,6,2,0,0,0,0,8,0,0,0,0,4,3,6,1,7,,,,,,,,,,4,4,6,2,4,3,6,1,15,1414056,1985297,3399353,,,,1414056,1985297,3399353,1414056,1985297,3399353,,,,1414056,1985297,3399353,104,92,2455833,2455833,7617375,7617375
144740,00167100,DePaul University,1 E Jackson Blvd,,Chicago,IL,60604,3,NCAA Division I without football,,5854,6982,12836,2,"Private nonprofit, 4-year or above",2569958,4473794,,7043752,36,64,0,248888,212716,,461604,422205,208792,,5,6,,469117,227773,,4.5,5.5,,122637,68399,,12,15,,183956,89216,,8,11.5,,136,161,,,136,161,143253,2042266,95916,1619695,3661961,,,,,,143253,2042266,95916,1619695,3661961,4,1,5,0,0,0,0,0,5,1,1,2,0,4,0,4,0,6,,,,,,,,,,5,2,7,0,4,0,4,0,11,5,7,7,5,0,2,1,1,14,1,3,3,1,8,4,9,3,16,,,,,,,,,,6,10,10,6,8,6,10,4,30,3162052,5688881,8850933,,,,3162052,5688881,8850933,3162052,5688881,8850933,,,,3162052,5688881,8850933,91,119,13311694,13311694,33627815,33627815
145600,00177600,University of Illinois Chicago,601 S Morgan,,Chicago,IL,60607,3,NCAA Division I without football,,9279,10631,19910,1,"Public, 4-year or above",2088971,3554974,,5643945,37,63,0,166222,93178,,259400,129613,94344,,6,8,,155536,107822,,5,7,,52291,43908,,11,13,,63911,51891,,9,11,,177,197,,,177,197,43736,968291,50237,867977,1836268,,,,,,43736,968291,50237,867977,1836268,4,1,5,0,0,1,1,0,6,3,1,4,0,3,1,4,0,8,,,,,,,,,,7,2,9,0,3,2,5,0,14,7,3,8,2,0,2,2,0,12,3,2,4,1,6,2,8,0,13,,,,,,,,,,10,5,12,3,6,4,10,0,25,2897967,4662007,7559974,,,,2897967,4662007,7559974,2897967,4662007,7559974,,,,2897967,4662007,7559974,140,154,7094691,7094691,19006927,19006927
146719,00171000,Loyola University Chicago,1032 W. Sheridan Rd,,Chicago,IL,60660,3,NCAA Division I without football,,3545,7644,11189,2,"Private nonprofit, 4-year or above",2227071,3714098,,5941169,37,63,0,216701,130961,,347662,191125,94258,,5,6,,212361,102827,,4.5,5.5,,83994,46470,,11,14,,98711,54035,,9.36,12.04,,150,182,,,150,182,86931,1547067,56283,1072394,2619461,,,,,,86931,1547067,56283,1072394,2619461,4,1,5,0,0,0,0,0,5,1,1,2,0,4,0,4,0,6,,,,,,,,,,5,2,7,0,4,0,4,0,11,7,3,7,3,0,2,2,0,12,0,2,0,2,8,4,10,2,14,,,,,,,,,,7,5,7,5,8,6,12,2,26,2757489,4696795,7454284,,,,2757489,4696795,7454284,2757489,4696795,7454284,,,,2757489,4696795,7454284,110,124,8318611,8318611,22380462,22380462
149231,00175900,Southern Illinois University-Edwardsville,Il State Rte 157,,Edwardsville,IL,620261259,3,NCAA Division I without football,,3497,4574,8071,1,"Public, 4-year or above",1362138,1570195,,2932333,46,54,0,100098,74765,,174863,102750,84866,,6,6,,112091,92581,,5.5,5.5,,39631,38183,,12,11,,46038,42728,,10.33,9.83,,154,170,,,154,170,58246,1004431,35582,737510,1741941,,,,,,58246,1004431,35582,737510,1741941,5,1,5,1,0,0,0,0,6,3,1,3,1,2,0,2,0,6,,,,,,,,,,8,2,8,2,2,0,2,0,12,9,2,9,2,0,1,0,1,12,2,2,2,2,6,1,6,1,11,,,,,,,,,,11,4,11,4,6,2,6,2,23,3017203,2639319,5656522,,,,3017203,2639319,5656522,3017203,2639319,5656522,,,,3017203,2639319,5656522,127,127,2992954,2992954,11352534,11352534
150534,00179500,University of Evansville,1800 Lincoln Avenue,,Evansville,IN,47722,3,NCAA Division I without football,,591,915,1506,2,"Private nonprofit, 4-year or above",2478056,3488432,,5966488,42,58,0,82257,61049,,143306,64698,44311,,8,9,,115019,72509,,4.5,5.5,,17043,12232,,22,23,,32604,20840,,11.5,13.5,,188,164,,,188,164,52613,898476,33894,550240,1448716,,,,,,52613,898476,33894,550240,1448716,3,5,8,0,0,0,0,0,8,3,5,8,0,1,0,1,0,9,,,,,,,,,,6,10,16,0,1,0,1,0,17,7,15,17,5,0,2,2,0,24,2,13,12,3,7,3,9,1,25,,,,,,,,,,9,28,29,8,7,5,11,1,49,3086199,3753334,6839533,,,,3086199,3753334,6839533,3086199,3753334,6839533,,,,3086199,3753334,6839533,163,136,1954283,1954283,13403796,13403796
151102,00182800,Purdue University Fort Wayne,2101 E Coliseum Blvd,,Fort Wayne,IN,468051499,3,NCAA Division I without football,,2392,2342,4734,1,"Public, 4-year or above",1253359,1486831,,2740190,46,54,0,100109,79947,,180056,63464,45094,,8,8,,72530,51536,,7,7,,21551,29104,,12,12,,30425,38805,,8.5,9,,205,172,,,205,172,50678,1012062,31987,677931,1689993,,,,,,50678,1012062,31987,677931,1689993,4,4,8,0,0,0,0,0,8,2,4,6,0,2,0,2,0,8,,,,,,,,,,6,8,14,0,2,0,2,0,16,7,7,7,7,1,1,1,1,16,3,3,3,3,5,5,5,5,16,,,,,,,,,,10,10,10,10,6,6,6,6,32,2167752,2261979,4429731,,,,2167752,2261979,4429731,2079687,2202326,4282013,,,,2079687,2202326,4282013,153,129,5238726,5706101,13062826,13062826
151111,00181300,Indiana University-Purdue University-Indianapolis,250 University Blvd,,Indianapolis,IN,462025143,3,NCAA Division I without football,,6339,9530,15869,1,"Public, 4-year or above",1237279,1818964,,3056243,40,60,0,112319,79803,,192122,74045,69033,,6,8,,88854,78895,,5,7,,31332,26326,,12,14,,41776,33506,,9,11,,178,171,,,178,171,52319,809749,44490,702216,1511965,,,,,,52319,809749,44490,702216,1511965,4,2,6,0,0,0,0,0,6,4,2,6,0,2,0,2,0,8,,,,,,,,,,8,4,12,0,2,0,2,0,14,6,5,10,1,0,1,1,0,12,2,4,6,0,6,2,7,1,14,,,,,,,,,,8,9,16,1,6,3,8,1,26,1901940,3068665,4970605,,,,1901940,3068665,4970605,1901940,3068665,4970605,,,,1901940,3068665,4970605,120,135,1754152,1754152,10281925,10281925
156125,00195000,Wichita State University,1845 N. Fairmount,,Wichita,KS,672600124,3,NCAA Division I without football,,3787,4688,8475,1,"Public, 4-year or above",1441566,1970136,,3411702,42,58,0,242611,122105,,364716,309806,180068,,6,7,,371767,210079,,5,6,,109873,68580,,11,13,,134289,81049,,9,11,,180,208,,,180,208,111308,2124439,77217,1787226,3911665,,,,,,111308,2124439,77217,1787226,3911665,4,2,6,0,0,0,0,0,6,3,2,5,0,2,0,2,0,7,,,,,,,,,,7,4,11,0,2,0,2,0,13,7,10,10,7,0,3,1,2,20,2,9,5,6,6,6,7,5,23,,,,,,,,,,9,19,15,13,6,9,8,7,43,4365775,4706625,9072400,,,,4365775,4706625,9072400,4365775,4706625,9072400,,,,4365775,4706625,9072400,120,143,9639011,8065694,26887822,24048367
156286,00195400,Bellarmine University,2001 Newburg Rd,,Louisville,KY,402050671,3,NCAA Division I without football,,841,1449,2290,2,"Private nonprofit, 4-year or above",1971935,1762993,,3734928,53,47,0,92520,48606,,141126,101027,64312,,9,9,,106970,68095,,8.5,8.5,,37141,27712,,14,11,,45215,32088,,11.5,9.5,,294,244,,,294,244,77683,1974047,63842,1219250,3193297,,,,,,77683,1974047,63842,1219250,3193297,8,1,9,0,0,0,0,0,9,3,1,4,0,5,0,5,0,9,,,,,,,,,,11,2,13,0,5,0,5,0,18,8,14,9,13,0,1,0,1,23,0,7,1,6,6,7,7,6,20,,,,,,,,,,8,21,10,19,6,8,7,7,43,4002911,2910748,6913659,,,,4002911,2910748,6913659,4002911,2910748,6913659,,,,4002911,2910748,6913659,240,190,2462170,2462170,12818800,12818800
157447,00927500,Northern Kentucky University,Nunn Drive,,Highland Heights,KY,41099,3,NCAA Division I without football,,3006,4379,7385,1,"Public, 4-year or above",1181330,1881211,,3062541,39,61,0,99606,79145,,178751,118988,68947,,6,7,,142786,80438,,5,6,,40358,35116,,10,12,,62571,44639,,6.45,9.44,,140,159,,,140,159,72658,1277697,59056,978743,2256440,,,,,,72658,1277697,59056,978743,2256440,4,2,6,0,0,0,0,0,6,1,2,3,0,4,0,4,0,7,,,,,,,,,,5,4,9,0,4,0,4,0,13,5,7,5,7,0,0,0,0,12,6,3,6,3,3,1,4,0,13,,,,,,,,,,11,10,11,10,3,1,4,0,25,2281744,3575640,5857384,,,,2281744,3575640,5857384,2281744,3575640,5857384,,,,2281744,3575640,5857384,107,123,3387091,3387091,13068962,13068962
159939,00201500,University of New Orleans,2000 Lakeshore Drive,,New Orleans,LA,70148,3,NCAA Division I without football,,2202,2341,4543,1,"Public, 4-year or above",1236645,1163728,,2400373,52,48,0,33168,30618,,63786,86936,75800,,5,5,,108670,94750,,4,4,,49395,44452,,9,9,,59274,61549,,7.5,6.5,,113,66,,,113,66,45024,931312,36731,500409,1431721,,,,,,45024,931312,36731,500409,1431721,3,2,5,0,0,0,0,0,5,0,2,2,0,3,0,3,0,5,,,,,,,,,,3,4,7,0,3,0,3,0,10,6,4,7,3,0,1,1,0,11,1,2,3,0,3,3,6,0,9,,,,,,,,,,7,6,10,3,3,4,7,0,20,1490148,1462283,2952431,,,,1490148,1462283,2952431,1682973,1605561,3288534,,,,1682973,1605561,3288534,99,54,2204128,2204128,8113422,8113422
162283,00206800,Coppin State University,2500 West North Avenue,,Baltimore,MD,212163698,3,NCAA Division I without football,,314,1036,1350,1,"Public, 4-year or above",620319,788456,,1408775,44,56,0,3323,9029,,12352,70931,52576,,4,6,,106663,67694,,2.66,4.66,,27694,19612,,8,10,,51285,36865,,4.32,5.32,,89,118,,,89,118,11880,195394,13319,202324,397718,,,,,,11880,195394,13319,202324,397718,2,1,3,0,0,1,1,0,4,1,1,2,0,2,2,3,1,6,,,,,,,,,,3,2,5,0,2,3,4,1,10,3,5,3,5,0,0,0,0,8,1,5,1,5,1,3,1,3,10,,,,,,,,,,4,10,4,10,1,3,1,3,18,448173,827690,1275863,,,,448173,827690,1275863,663125,1060310,1723435,,,,663125,1060310,1723435,67,83,641746,644734,3631398,3631398
163046,00207800,Loyola University Maryland,4501 N Charles St,,Baltimore,MD,212102699,3,NCAA Division I without football,,1605,2124,3729,2,"Private nonprofit, 4-year or above",2881572,3732730,,6614302,44,56,0,132716,169549,,302265,130266,90618,,8,10,,184774,142481,,5.64,6.36,,47154,31897,,12,18,,76363,54216,,7.41,10.59,,237,300,,,237,300,51515,1198421,38598,910895,2109316,,,,,,51515,1198421,38598,910895,2109316,4,2,6,0,0,2,2,0,8,1,2,3,0,3,4,7,0,10,,,,,,,,,,5,4,9,0,3,6,9,0,18,5,9,5,9,1,5,3,3,20,2,8,2,8,6,11,12,5,27,,,,,,,,,,7,17,7,17,7,16,15,8,47,4473318,4986969,9460287,,,,4473318,4986969,9460287,4473318,4986969,9460287,,,,4473318,4986969,9460287,237,241,7595886,7595886,20838772,20838772
163268,00210500,University of Maryland-Baltimore County,1000 Hilltop Circle,,Baltimore,MD,21250,3,NCAA Division I without football,,4989,4155,9144,1,"Public, 4-year or above",2501647,3101251,,5602898,45,55,0,92884,103289,,196173,112399,74131,,7,8,,148172,93985,,5.31,6.31,,40440,37006,,16,17,,68109,59914,,9.5,10.5,,294,217,,,294,217,42755,1136418,43564,948338,2084756,,,,,,42755,1136418,43564,948338,2084756,4,3,6,1,0,0,0,0,7,1,3,3,1,4,0,4,0,8,,,,,,,,,,5,6,9,2,4,0,4,0,15,8,9,9,8,0,4,2,2,21,4,8,5,7,5,4,7,2,21,,,,,,,,,,12,17,14,15,5,8,9,4,42,3604761,4346233,7950994,,,,3604761,4346233,7950994,3604761,4346233,7950994,,,,3604761,4346233,7950994,223,174,4880829,4880829,16646707,16646707
163338,00210600,University of Maryland Eastern Shore,11868 College Backbone Rd.,,Princess Anne,MD,218531299,3,NCAA Division I without football,,747,872,1619,1,"Public, 4-year or above",999862,1447763,,2447625,41,59,0,42108,41322,,83430,85949,71905,,4,6,,114599,86286,,3,5,,58746,54829,,5,4,,65273,62662,,4.5,3.5,,122,110,,,122,110,24325,388087,39467,470446,858533,,,,,,24325,388087,39467,470446,858533,2,2,4,0,0,0,0,0,4,3,2,5,0,1,0,1,0,6,,,,,,,,,,5,4,9,0,1,0,1,0,10,4,1,5,0,0,0,0,0,5,1,1,1,1,2,0,2,0,4,,,,,,,,,,5,2,6,1,2,0,2,0,9,1016151,1584454,2600605,,,,1016151,1584454,2600605,1019460,1566935,2586395,,,,1019460,1566935,2586395,96,89,1570279,1570279,6377981,6377981
163462,00208600,Mount St. Mary's University,16300 Old Emmitsburg Road,,Emmitsburg,MD,217277799,3,NCAA Division I without football,,924,981,1905,2,"Private nonprofit, 4-year or above",2624076,2721454,,5345530,49,51,0,113930,45584,,159514,66382,53915,,9,11,,91914,69772,,6.5,8.5,,27575,16698,,21,23,,46326,32004,,12.5,12,,378,326,,,378,326,47893,1226885,59833,1204463,2431348,,,,,,47893,1226885,59833,1204463,2431348,4,4,8,0,0,1,1,0,9,2,4,6,0,4,1,5,0,11,,,,,,,,,,6,8,14,0,4,2,6,0,20,8,11,10,9,1,4,4,1,24,2,9,4,7,5,8,8,5,24,,,,,,,,,,10,20,14,16,6,12,12,6,48,3869585,4364659,8234244,,,,3869585,4364659,8234244,3869585,4364659,8234244,,,,3869585,4364659,8234244,284,258,2469485,2469485,13762464,13762464
164988,00213000,Boston University,One Silber Way,,Boston,MA,02215,3,NCAA Division I without football,,7199,9998,17197,2,"Private nonprofit, 4-year or above",6882714,11276101,,18158815,38,62,0,282137,255909,,538046,168739,109845,,9,12,,209469,128599,,7.25,10.25,,60402,45592,,18,24,,78331,62958,,13.88,17.38,,363,398,,,363,398,75601,2190074,83412,1988809,4178883,,,,,,75601,2190074,83412,1988809,4178883,5,4,8,1,0,0,0,0,9,1,4,4,1,7,0,7,0,12,,,,,,,,,,6,8,12,2,7,0,7,0,21,10,10,11,9,1,3,3,1,24,2,9,3,8,14,6,16,4,31,,,,,,,,,,12,19,14,17,15,9,19,5,55,11162949,14798550,25961499,,,,11162949,14798550,25961499,11162949,14798550,25961499,,,,11162949,14798550,25961499,281,335,5790992,5790992,36924212,36924212
166513,00216100,University of Massachusetts-Lowell,1 University Ave,,Lowell,MA,018545104,3,NCAA Division I without football,,5865,4108,9973,1,"Public, 4-year or above",3433619,3156154,,6589773,52,48,0,193490,135438,,328928,182555,85958,,6,6,,199151,93772,,5.5,5.5,,47940,41308,,16,14,,61363,48193,,12.5,12,,371,262,,,371,262,61897,1810698,33300,898285,2708983,,,,,,61897,1810698,33300,898285,2708983,5,1,6,0,0,0,0,0,6,1,1,2,0,4,0,4,0,6,,,,,,,,,,6,2,8,0,4,0,4,0,12,10,9,11,8,0,3,2,1,22,3,5,4,4,7,3,9,1,18,,,,,,,,,,13,14,15,12,7,6,11,2,40,6970653,4616462,11587115,,,,6970653,4616462,11587115,6961509,4574094,11535603,,,,6961509,4574094,11535603,238,181,7263207,7263207,22465209,22227858
167358,00219900,Northeastern University,360 Huntington Ave,,Boston,MA,021155005,3,NCAA Division I without football,,7176,8469,15645,2,"Private nonprofit, 4-year or above",6764065,8528367,26500,15318932,44,56,0,168959,196528,0,365487,220047,119312,13200,6,8,1,240051,127266,60000,5.5,7.5,0.22,60464,45803,7379,16,21,3,76476,59155,47100,12.65,16.26,0.47,283,321,25,1,308,322,90045,2505356,70937,2042872,4548228,361,9016,361,361,9377,90406,2514372,71298,2043233,4557605,5,0,5,0,0,1,1,0,6,3,0,3,0,4,1,5,0,8,0,1,0,1,0,0,0,0,1,8,1,8,1,4,2,6,0,15,8,11,12,7,0,2,0,2,21,6,8,10,4,6,7,7,6,27,0,3,0,3,0,0,0,0,3,14,22,22,14,6,9,7,8,51,10196320,11475991,21672311,87137,3485,90622,10283457,11479476,21762933,10196320,11475991,21672311,87137,3485,90622,10283457,11479476,21762933,239,260,6568821,6568821,34203421,34203421
169716,00232300,University of Detroit Mercy,4001 W McNichols Rd,,Detroit,MI,482213038,3,NCAA Division I without football,,765,1417,2182,2,"Private nonprofit, 4-year or above",2158249,2717346,,4875595,44,56,0,29280,26641,,55921,115343,44859,,6,7,,183570,63437,,3.77,4.95,,56465,35219,,8,8,,64531,62612,,7,4.5,,210,177,,,210,177,48426,872820,36941,647890,1520710,,,,,,48426,872820,36941,647890,1520710,3,3,5,1,0,0,0,0,6,3,2,4,1,1,1,1,1,7,,,,,,,,,,6,5,9,2,1,1,1,1,13,5,3,6,2,0,0,0,0,8,1,3,2,2,3,1,3,1,8,,,,,,,,,,6,6,8,4,3,1,3,1,16,2350684,2717504,5068188,,,,2350684,2717504,5068188,2350684,2714253,5064937,,,,2350684,2714253,5064937,154,144,3269171,2535419,12722490,11985487
